SubjNum	 run	 trial	 seqtype	 objnum	 file	 orientnam	 orientnum	 resp	 respnum	 acc	 rt
100	 3	 1	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN
100	 3	 2	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN
100	 3	 3	 1	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.663653
100	 3	 4	 1	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.778728
100	 3	 5	 1	 4	 object_12.jpg	 rot	 0	 n	 2	 1	 0.672921
100	 3	 6	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.991135
100	 3	 7	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.749201
100	 3	 8	 1	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.911175
100	 3	 9	 1	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.630969
100	 3	 10	 1	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.589585
100	 3	 11	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.582638
100	 3	 12	 1	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.541449
100	 3	 13	 1	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.640313
100	 3	 14	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.586275
100	 3	 15	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.567990
100	 3	 16	 1	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.561998
100	 3	 17	 1	 6	 object_18.jpg	 rot	 0	 n	 2	 1	 0.812799
100	 3	 18	 1	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.835651
100	 3	 19	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.689341
100	 3	 20	 1	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.577038
100	 3	 21	 1	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.573754
100	 3	 22	 1	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.579755
100	 3	 23	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.533455
100	 3	 24	 1	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.526252
100	 3	 25	 1	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.602301
100	 3	 26	 1	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.608804
100	 3	 27	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.575512
100	 3	 28	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.541085
100	 3	 29	 1	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.578174
100	 3	 30	 1	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.527713
100	 3	 31	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.573270
100	 3	 32	 1	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.594374
100	 3	 33	 1	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.684359
100	 3	 34	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.564292
100	 3	 35	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.571061
100	 3	 36	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.661069
100	 3	 37	 1	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.638099
100	 3	 38	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.619418
100	 3	 39	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.536406
100	 3	 40	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.624719
100	 3	 41	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.735945
100	 3	 42	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.524324
100	 3	 43	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.691848
100	 3	 44	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.580726
100	 3	 45	 2	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.563780
100	 3	 46	 2	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.696393
100	 3	 47	 2	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.542277
100	 3	 48	 2	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.575555
100	 3	 49	 2	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.655760
100	 3	 50	 2	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.575597
100	 3	 51	 2	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.507390
100	 3	 52	 2	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.528961
100	 3	 53	 2	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.515010
100	 3	 54	 2	 12	 object_36.jpg	 cor	 1	 c	 1	 1	 0.720579
100	 3	 55	 2	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.609664
100	 3	 56	 2	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.572755
100	 3	 57	 2	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.538346
100	 3	 58	 2	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.568099
100	 3	 59	 2	 14	 object_13.jpg	 cor	 1	 c	 1	 1	 0.564739
100	 3	 60	 2	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.556974
100	 3	 61	 2	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.742313
100	 3	 62	 2	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.573483
100	 3	 63	 2	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.555006
100	 3	 64	 2	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.509621
100	 3	 65	 2	 15	 object_9.jpg	 cor	 1	 c	 1	 1	 0.597272
100	 3	 66	 1	 12	 object_36.jpg	 cor	 1	 c	 1	 1	 0.610133
100	 3	 67	 1	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.508056
100	 3	 68	 1	 12	 object_36.jpg	 rot	 0	 c	 1	 0	 0.539265
