SubjNum	 run	 trial	 objnum	 file	 orientnam	 orientnum	 resp	 respnum	 acc	 rt
100	 1	 1	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 1.426618
100	 1	 2	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.759233
100	 1	 3	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.866177
100	 1	 4	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.712731
100	 1	 5	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.654236
100	 1	 6	 3	 object_7.jpg	 rot	 0	 n	 2	 1	 0.741313
100	 1	 7	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.740017
100	 1	 8	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.705186
100	 1	 9	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.616942
100	 1	 10	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.633175
100	 1	 11	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.592620
100	 1	 12	 20	 object_16.jpg	 rot	 0	 n	 2	 1	 0.685236
100	 1	 13	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.684935
100	 1	 14	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.700787
100	 1	 15	 21	 object_25.jpg	 rot	 0	 n	 2	 1	 0.698499
100	 1	 16	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.642457
100	 1	 17	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.593880
100	 1	 18	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.576787
100	 1	 19	 2	 object_23.jpg	 rot	 0	 n	 2	 1	 0.736665
100	 1	 20	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.758589
100	 1	 21	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.789332
100	 1	 22	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.659194
100	 1	 23	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.603130
100	 1	 24	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.546399
100	 1	 25	 2	 object_23.jpg	 rot	 0	 n	 2	 1	 0.657182
100	 1	 26	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.658702
100	 1	 27	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.776402
100	 1	 28	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.693836
100	 1	 29	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.949556
100	 1	 30	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 1.093418
100	 1	 31	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.908719
100	 1	 32	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.723330
100	 1	 33	 2	 object_23.jpg	 rot	 0	 n	 2	 1	 0.738895
100	 1	 34	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.674564
100	 1	 35	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.647625
100	 1	 36	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.614301
100	 1	 37	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.662354
100	 1	 38	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.692182
100	 1	 39	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.691194
100	 1	 40	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.676015
100	 1	 41	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.672570
100	 1	 42	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.801528
100	 1	 43	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.718591
100	 1	 44	 9	 object_35.jpg	 rot	 0	 n	 2	 1	 0.726111
100	 1	 45	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.638252
100	 1	 46	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.876329
100	 1	 47	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.835959
100	 1	 48	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.755607
100	 1	 49	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.708067
100	 1	 50	 11	 object_3.jpg	 rot	 0	 n	 2	 1	 0.816630
100	 1	 51	 15	 object_9.jpg	 cor	 1	 c	 1	 1	 0.848924
100	 1	 52	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 1.136136
100	 1	 53	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.734621
100	 1	 54	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.684989
100	 1	 55	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.629002
100	 1	 56	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.739992
100	 1	 57	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.664769
100	 1	 58	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.560582
100	 1	 59	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.591871
100	 1	 60	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.501949
100	 1	 61	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.519577
100	 1	 62	 4	 object_12.jpg	 rot	 0	 n	 2	 1	 0.781969
100	 1	 63	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.668805
100	 1	 64	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.652388
100	 1	 65	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.602703
100	 1	 66	 6	 object_18.jpg	 rot	 0	 n	 2	 1	 0.737947
100	 1	 67	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.680771
100	 1	 68	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.647526
100	 1	 69	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.654469
100	 1	 70	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.559259
100	 1	 71	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.555233
100	 1	 72	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.586079
100	 1	 73	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.585819
100	 1	 74	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.577972
100	 1	 75	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.545576
100	 1	 76	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.536404
100	 1	 77	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.638046
100	 1	 78	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.573247
100	 1	 79	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.533826
100	 1	 80	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.564268
100	 1	 81	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.474384
100	 1	 82	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.568853
100	 1	 83	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.584340
100	 1	 84	 5	 object_30.jpg	 rot	 0	 n	 2	 1	 0.712294
100	 1	 85	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.679399
100	 1	 86	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.566197
100	 1	 87	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.517540
100	 1	 88	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.515375
100	 1	 89	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.499334
100	 1	 90	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.539020
100	 1	 91	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.562029
100	 1	 92	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.497719
100	 1	 93	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.534954
100	 1	 94	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.478233
100	 1	 95	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.518232
100	 1	 96	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.500343
100	 1	 97	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.515577
100	 1	 98	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.633945
100	 1	 99	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.587494
100	 1	 100	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.696935
100	 1	 101	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.608260
100	 1	 102	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.544055
100	 1	 103	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.517225
100	 1	 104	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.525159
100	 1	 105	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.380021
100	 1	 106	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.538000
100	 1	 107	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.507001
100	 1	 108	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.425964
100	 1	 109	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.399526
100	 1	 110	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.438754
100	 1	 111	 8	 object_24.jpg	 rot	 0	 n	 2	 1	 0.662499
100	 1	 112	 6	 object_18.jpg	 rot	 0	 n	 2	 1	 0.620693
100	 1	 113	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.675345
100	 1	 114	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.595818
100	 1	 115	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.562127
100	 1	 116	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.569467
100	 1	 117	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.689036
100	 1	 118	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.607474
100	 1	 119	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.630422
100	 1	 120	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.589226
100	 1	 121	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.605550
100	 1	 122	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.531742
100	 1	 123	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.707096
100	 1	 124	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.697451
100	 1	 125	 14	 object_13.jpg	 cor	 1	 c	 1	 1	 1.152403
100	 1	 126	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.816169
100	 1	 127	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.670369
100	 1	 128	 11	 object_3.jpg	 rot	 0	 n	 2	 1	 0.701230
100	 1	 129	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.853373
100	 1	 130	 15	 object_9.jpg	 cor	 1	 c	 1	 1	 0.722194
100	 1	 131	 16	 object_28.jpg	 rot	 0	 n	 2	 1	 0.707279
100	 1	 132	 14	 object_13.jpg	 cor	 1	 c	 1	 1	 0.585042
100	 1	 133	 16	 object_28.jpg	 rot	 0	 n	 2	 1	 0.751326
100	 1	 134	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.710474
100	 1	 135	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.684247
100	 1	 136	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.630552
100	 1	 137	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.748008
100	 1	 138	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.698749
100	 1	 139	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.642766
100	 1	 140	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.585345
100	 1	 141	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.718965
100	 1	 142	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.799840
100	 1	 143	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.653595
100	 1	 144	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.628000
100	 1	 145	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.620939
100	 1	 146	 18	 object_10.jpg	 rot	 0	 c	 1	 0	 0.475382
100	 1	 147	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.683160
100	 1	 148	 18	 object_10.jpg	 rot	 0	 n	 2	 1	 0.696674
100	 1	 149	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.671185
100	 1	 150	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.575645
100	 1	 151	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.614735
100	 1	 152	 1	 object_6.jpg	 rot	 0	 n	 2	 1	 0.693797
100	 1	 153	 3	 object_7.jpg	 rot	 0	 n	 2	 1	 0.978748
100	 1	 154	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.740088
100	 1	 155	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.769846
100	 1	 156	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.752504
100	 1	 157	 21	 object_25.jpg	 rot	 0	 n	 2	 1	 0.791293
100	 1	 158	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.654682
100	 1	 159	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.630331
100	 1	 160	 2	 object_23.jpg	 rot	 0	 n	 2	 1	 0.644155
100	 1	 161	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.692263
100	 1	 162	 2	 object_23.jpg	 rot	 0	 n	 2	 1	 0.634429
100	 1	 163	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.577236
100	 1	 164	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.608806
100	 1	 165	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.808084
100	 1	 166	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.693817
100	 1	 167	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.645763
100	 1	 168	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.611840
100	 1	 169	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.571553
100	 1	 170	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.619645
100	 1	 171	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.618160
