SubjNum	 run	 trial	 seqtype	 objnum	 file	 orientnam	 orientnum	 resp	 respnum	 acc	 rt
100	 4	 1	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN
100	 4	 2	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN
100	 4	 3	 1	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.633355
100	 4	 4	 1	 14	 object_13.jpg	 rot	 0	 c	 1	 0	 0.696643
100	 4	 5	 1	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.625504
100	 4	 6	 1	 12	 object_36.jpg	 cor	 1	 c	 1	 1	 0.663018
100	 4	 7	 1	 15	 object_9.jpg	 cor	 1	 c	 1	 1	 0.676305
100	 4	 8	 1	 12	 object_36.jpg	 rot	 0	 n	 2	 1	 0.749556
100	 4	 9	 1	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.694330
100	 4	 10	 1	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.622487
100	 4	 11	 1	 16	 object_28.jpg	 rot	 0	 n	 2	 1	 0.759676
100	 4	 12	 1	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.652707
100	 4	 13	 1	 16	 object_28.jpg	 rot	 0	 n	 2	 1	 0.719587
100	 4	 14	 1	 14	 object_13.jpg	 cor	 1	 c	 1	 1	 0.809391
100	 4	 15	 1	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.662195
100	 4	 16	 1	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.621645
100	 4	 17	 1	 12	 object_36.jpg	 cor	 1	 c	 1	 1	 0.836453
100	 4	 18	 1	 16	 object_28.jpg	 rot	 0	 n	 2	 1	 0.726243
100	 4	 19	 1	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.591530
100	 4	 20	 1	 16	 object_28.jpg	 rot	 0	 n	 2	 1	 0.986302
100	 4	 21	 1	 11	 object_3.jpg	 rot	 0	 NaN	 0	 0	 NaN
100	 4	 22	 1	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.600211
100	 4	 23	 1	 15	 object_9.jpg	 cor	 1	 c	 1	 1	 0.742695
100	 4	 24	 2	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.581491
100	 4	 25	 2	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.919729
100	 4	 26	 2	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.623683
100	 4	 27	 2	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.585922
100	 4	 28	 2	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.577055
100	 4	 29	 2	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.661206
100	 4	 30	 2	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.621419
100	 4	 31	 2	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.614502
100	 4	 32	 2	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.591048
100	 4	 33	 2	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.639031
100	 4	 34	 2	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.653131
100	 4	 35	 2	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.540033
