SubjNum	 run	 trial	 seqtype	 objnum	 file	 orientnam	 orientnum	 resp	 respnum	 acc	 rt
100	 2	 1	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN
100	 2	 2	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 NaN
100	 2	 3	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.807803
100	 2	 4	 1	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.579632
100	 2	 5	 1	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.511936
100	 2	 6	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.692059
100	 2	 7	 1	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.540706
100	 2	 8	 1	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.520857
100	 2	 9	 1	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.585531
100	 2	 10	 1	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.552810
100	 2	 11	 1	 9	 object_35.jpg	 rot	 0	 n	 2	 1	 0.753947
100	 2	 12	 1	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.645394
100	 2	 13	 1	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.697628
100	 2	 14	 1	 8	 object_24.jpg	 rot	 0	 n	 2	 1	 0.781953
100	 2	 15	 1	 4	 object_12.jpg	 rot	 0	 c	 1	 0	 0.550701
100	 2	 16	 1	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.707024
100	 2	 17	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.654774
100	 2	 18	 1	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.623730
100	 2	 19	 1	 2	 object_23.jpg	 rot	 0	 n	 2	 1	 0.763427
100	 2	 20	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.630138
100	 2	 21	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.861898
100	 2	 22	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.618264
100	 2	 23	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.571170
100	 2	 24	 2	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.658055
100	 2	 25	 2	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.621356
100	 2	 26	 2	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.569199
100	 2	 27	 2	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.610116
100	 2	 28	 2	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.624356
100	 2	 29	 2	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.544044
100	 2	 30	 2	 17	 object_34.jpg	 cor	 1	 c	 1	 1	 0.558453
100	 2	 31	 2	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.736215
100	 2	 32	 2	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.586061
100	 2	 33	 2	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.589493
100	 2	 34	 2	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.524171
100	 2	 35	 2	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.540068
100	 2	 36	 2	 13	 object_1.jpg	 cor	 1	 c	 1	 1	 0.561002
100	 2	 37	 2	 12	 object_36.jpg	 cor	 1	 c	 1	 1	 0.933062
100	 2	 38	 2	 14	 object_13.jpg	 cor	 1	 c	 1	 1	 0.562872
100	 2	 39	 2	 8	 object_24.jpg	 cor	 1	 c	 1	 1	 0.541710
100	 2	 40	 2	 16	 object_28.jpg	 cor	 1	 c	 1	 1	 0.714969
100	 2	 41	 2	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.608780
100	 2	 42	 2	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.638738
100	 2	 43	 2	 15	 object_9.jpg	 cor	 1	 c	 1	 1	 0.678492
100	 2	 44	 2	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.570839
100	 2	 45	 1	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.547873
100	 2	 46	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.619209
100	 2	 47	 1	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.577785
100	 2	 48	 1	 21	 object_25.jpg	 rot	 0	 n	 2	 1	 0.738693
100	 2	 49	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.616113
100	 2	 50	 1	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.545217
100	 2	 51	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.562738
100	 2	 52	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.566553
100	 2	 53	 1	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.614584
100	 2	 54	 1	 1	 object_6.jpg	 rot	 0	 n	 2	 1	 0.801597
100	 2	 55	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.665725
100	 2	 56	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.527002
100	 2	 57	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.613119
100	 2	 58	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.571941
100	 2	 59	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.615849
100	 2	 60	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.549922
100	 2	 61	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.549675
100	 2	 62	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.566341
100	 2	 63	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.532059
100	 2	 64	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.574496
100	 2	 65	 1	 19	 object_4.jpg	 rot	 0	 n	 2	 1	 0.725660
100	 2	 66	 1	 21	 object_25.jpg	 rot	 0	 c	 1	 0	 0.602355
100	 2	 67	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.596650
100	 2	 68	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.626024
100	 2	 69	 1	 20	 object_16.jpg	 rot	 0	 n	 2	 1	 0.693338
100	 2	 70	 1	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.597196
100	 2	 71	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.595982
100	 2	 72	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.570536
100	 2	 73	 1	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.507318
100	 2	 74	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.559045
100	 2	 75	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.836934
100	 2	 76	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.550959
100	 2	 77	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.609719
100	 2	 78	 1	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.747690
100	 2	 79	 1	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.983668
100	 2	 80	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.532001
100	 2	 81	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.600150
100	 2	 82	 1	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.551685
100	 2	 83	 1	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.745631
100	 2	 84	 1	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.569453
100	 2	 85	 1	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.570694
100	 2	 86	 1	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.535665
100	 2	 87	 2	 7	 object_17.jpg	 cor	 1	 c	 1	 1	 0.621997
100	 2	 88	 2	 20	 object_16.jpg	 cor	 1	 c	 1	 1	 0.613692
100	 2	 89	 2	 21	 object_25.jpg	 cor	 1	 c	 1	 1	 0.593119
100	 2	 90	 2	 4	 object_12.jpg	 cor	 1	 c	 1	 1	 0.624979
100	 2	 91	 2	 5	 object_30.jpg	 cor	 1	 c	 1	 1	 0.607833
100	 2	 92	 2	 19	 object_4.jpg	 cor	 1	 c	 1	 1	 0.542697
100	 2	 93	 2	 11	 object_3.jpg	 cor	 1	 c	 1	 1	 0.620083
100	 2	 94	 2	 9	 object_35.jpg	 cor	 1	 c	 1	 1	 0.597068
100	 2	 95	 2	 2	 object_23.jpg	 cor	 1	 c	 1	 1	 0.648010
100	 2	 96	 2	 18	 object_10.jpg	 cor	 1	 c	 1	 1	 0.538928
100	 2	 97	 2	 3	 object_7.jpg	 cor	 1	 c	 1	 1	 0.563187
100	 2	 98	 2	 6	 object_18.jpg	 cor	 1	 c	 1	 1	 0.602383
100	 2	 99	 2	 1	 object_6.jpg	 cor	 1	 c	 1	 1	 0.570329
100	 2	 100	 2	 10	 object_2.jpg	 cor	 1	 c	 1	 1	 0.528330
