subject,gamma,gamma2,alpha,tau,w_prim,w_bound1,w_bound2,log_like
100,1.0,0.3384227804306307,0.9937163252837918,0.01716476360025591,0.00046089324710010614,0.003476791262690166,1.0,-23.86079215708514
101,0.9915198390008112,0.35490355248357386,0.6766419683884634,0.3927038299774629,0.45121121619006366,0.3422602604628143,0.0,-24.935172187113334
102,0.0,0.32202853337253035,0.01704418864706532,0.06332413067459276,1.0,0.0,0.0,-20.45254892518285
103,0.012127367443571308,0.31481700602398804,0.9880028786346686,6.292846730901546e-05,0.045187686024682865,0.00028428690944517837,0.9746046609387687,-21.862481514306594
104,0.0,0.556282944018922,1.0,0.053884003357393226,1.0,0.037350400450038734,0.1645645013868479,-26.16969385942084
105,0.9614182537150684,0.597494900610655,0.0950817949242724,0.0008930164885629519,0.001850210695296468,0.5471644301684773,0.9606978647920056,-18.09029354517167
106,0.6497579062591788,0.07015154512148392,0.17866085096407894,0.0002814606748170464,0.0019202925216242962,0.0,0.8827805898474693,-21.097030237576483
107,0.6409844398605961,0.6492842567932997,0.2383756288830635,0.02685281020924534,0.0,0.16355563776647783,0.6740689049470537,-26.014665423638885
108,1.0,0.35603005254765147,0.90612596897382,3.4868924162017163,1.0,0.0,0.0,-27.546926932856277
109,0.8607075895672337,0.3471174866814408,0.035095443159099786,0.09336862280500877,0.599687133939453,0.9999854389488192,0.13423049586009086,-20.10513631245184
110,0.6129923629520794,0.4874124693226648,0.5869486141497993,0.4084028558396007,0.3012526467560013,0.4143361992283039,0.8082308547891122,-28.467998879114162
111,1.0,0.6608737458158519,8.404020385288267e-05,0.0001764997071388916,0.054492422778131426,0.5377677681769417,0.009041201323619399,-27.328151837285606
112,0.0,0.4477374542101367,1.0,0.06268441339368976,0.04345246613802647,0.8583181066599452,0.49209258319430543,-27.55599044770309
113,0.9970625887725628,0.12428273911256277,0.4469259705633365,0.271495578409652,0.8777043895283103,0.0,0.051685783547340436,-23.555402014343862
114,1.0,0.9892898083726656,0.012107164959244111,0.06778180152011018,0.0,0.0,1.0,-28.352315974363837
115,0.9335118675070199,0.1614694507996216,0.996703042034991,0.9898437053427492,1.0,0.0,0.0,-26.26822526753363
116,0.004216545246617254,0.46643988117279245,0.873193784841272,0.017112344988860557,0.8955890704885221,0.0051995086751850175,0.0,-24.77449051750869
117,0.02347676140947628,0.3214173610909442,0.8688778684502642,0.0005127935941011647,1.6396823117030576e-05,0.0004187956885362387,0.821063065980892,-26.30582852183523
119,1.0,0.12429116328752443,0.008417660195293613,0.006570862750940857,0.05507368792579865,0.14723429261418575,0.9783108663755623,-21.513889110772332
120,1.0,0.8530906014214416,0.22720406451802555,0.33820356943214747,0.5664231360429648,0.0,0.0867430342281038,-26.859463729763444
121,0.7394934217528576,0.4675323768303544,0.017664533402709588,0.0035933517804665346,0.012733673677491054,0.0335946020169286,1.0,-23.4209032147217
122,0.07902788311064102,0.3733971735894051,0.711193864325514,5.1333417976621384e-05,0.0009486286868840281,0.00011268499519793588,0.8787954713309032,-18.930152817456737
123,0.9197783995793622,0.3095233869943672,1.0,1.3699412735273346,0.34884604811340947,0.9999995441688841,0.0,-28.716519905715227
124,1.0,0.605675188135002,0.08781896130769526,0.39427750929101824,1.0,0.0,0.0,-25.232382509035435
125,0.9820384057719441,0.6434845141199539,0.6764814396806593,0.18418425091991072,0.1685121022560518,0.0,0.9520724272740914,-25.901193138607585
126,0.8986510322828452,0.23005124795352272,1.0,3.1174180670424207,1.0,0.9997552290320261,0.041882536191041986,-28.723804904564293
127,1.0,0.4329295639146742,0.14075710427807547,0.3635583480197205,0.33905655631255166,0.27121543793587266,1.0,-26.981103985320193
128,1.0,0.9003048665310776,0.0074164114310892836,0.02437275886005203,0.03563624767641642,0.0,0.825857650449537,-28.424468588918558
129,0.0,0.9690247269379396,1.0,0.05629009897358873,0.0,1.0,0.0,-27.725887260922498
130,0.9695152824575944,0.19333879230365625,0.017091365286173246,0.006241371250074627,0.05289811263283463,0.0,0.430373127280436,-17.92774435618525
131,0.8797396369606824,0.06508978397218812,0.06911518937937641,0.050054646446205456,0.062202558231079376,1.0,0.2088935515831782,-26.216194127071645
132,0.4248653462037287,0.5060495257902378,0.11757276924796506,0.04574529774254779,0.38159507565613404,0.0,0.8923838630566847,-24.992379866681322
133,1.0,0.4858234816740977,0.02397402684776324,0.04247265231121178,0.13039249705610828,0.7807811435556058,0.29642032074616487,-24.586510291061238
135,0.7645859651258702,0.9240617065385455,0.16131243974213938,0.028385584089856586,0.2964380001267746,0.9945742536628307,0.31166271861210526,-17.689572512243434
136,0.47858958473628305,0.17641344556856842,0.43359931985325567,0.03983474412340087,0.0,0.042779972876296105,0.9694877396253053,-27.993936339600136
137,0.5875237670479987,0.8774967431669012,1.0,0.0009207973807090234,0.0,0.3705510646652032,0.9983376487418099,-25.28767514825514
138,0.786418487019844,0.041819892800863234,1.0,0.296846197999824,0.15305247570690325,0.0,1.0,-28.34919462461324
