subject,gamma,alpha,tau,w_prim,w_bound1,w_bound2,log_like
100,1.0,0.999808674620057,1.902522301557393,0.04675453337262725,0.29583268651961475,1.0,-25.695216650695848
101,0.9913299460030992,0.6859504774919584,0.8877930813007757,1.0,0.8652581719255614,0.0,-24.957704399647287
102,1.0,0.01003832710495745,0.07866490822507843,0.0,1.0,1.0,-20.016657084825173
103,0.08662247471463513,0.8742209725695123,0.05281695455749806,1.0,0.17550886199237967,1.0,-23.78220840212073
104,0.0,0.9982477084243835,0.2531549212687285,1.0,0.19813721899924727,0.0,-26.467661448285916
105,1.0,0.10349735488702591,0.22754323819001207,0.33080884682683315,1.0,1.0,-23.11747324682018
106,0.7593457043020545,0.21403479285089907,0.13796353461059063,0.6793687214886635,0.0,1.0,-24.24011586670236
107,1.0,0.14007436102851395,0.47839313779111153,0.0,1.0,1.0,-27.770159367814486
108,0.17187137018067655,0.998833862796016,0.2944783190452084,0.39280109984730227,0.0,1.0,-27.5789009089886
109,0.8845038437875492,0.055218890964788984,0.0807485208357865,0.0,1.0,0.12566971031886232,-19.4736799677044
110,1.0,0.9209997376561204,0.9287267309005345,1.0,0.12903879020661324,0.5857637757160787,-23.778817699082293
111,1.0,0.9882065380938241,0.29860518205664927,0.0,1.0,1.0,-21.799591340263742
112,1.0,0.6160984629580468,0.5669097666094226,0.100549758831582,0.32616392332256566,0.0,-26.966529544063317
113,0.9971230271475323,0.4832204723455893,0.33645071687025174,1.0,0.0,0.06302569936283417,-23.794948256564524
114,0.9226758157167534,0.7557956318786552,3.3302766467268374,1.0,0.0,0.0,-29.042360482771524
115,0.9334226698463436,0.9970143495274011,0.9973095807289131,1.0,0.0,0.0,-26.292103537009282
116,0.0,0.7593570154266593,0.04805446965945282,1.0,0.11125956014052722,1.0,-24.594317379639442
117,0.0,1.0,2.4646588994872585,1.0,1.0,0.0,-29.01133791384063
119,0.9952089764583273,0.17087613428127255,0.1991212676972225,0.5310927889831055,0.0,1.0,-22.495264187932722
120,1.0,0.23469784205919575,0.6343825502310355,1.0,0.0,0.16690583330064596,-27.024893872645855
121,1.0,0.06247820759758029,0.1544303914014272,0.0,0.0,1.0,-25.021729410352325
122,0.08815817222654426,0.8185355961973948,0.045852349162758405,0.8512762050070798,0.11126476096278061,1.0,-21.57626475513655
123,0.924901225383203,1.0,1.1420912623077486,0.22158970405983344,1.0,0.0,-28.64068860228987
124,1.0,0.007198119282184954,0.09894931488368237,1.0,0.0,0.0,-25.057479262937697
125,0.9904208695110376,0.6525848503956716,0.7147314653593546,0.5569699628901713,0.0,1.0,-26.864553950260536
126,1.0,0.9796498583591049,1.1911585333774122,0.0,0.0,1.0,-27.121262296285394
127,1.0,0.20369547076169356,0.7401134676413964,0.5763647743655739,0.6047551084914137,1.0,-27.147780107353064
128,0.0,0.07861362079833047,0.3798038405444837,1.0,0.0,1.0,-28.570757693697836
129,1.0,0.7582914391736061,0.46304103471084956,0.0,0.05874307761211177,1.0,-26.32371661766847
130,1.0,0.03962044107293079,0.21017821531928757,1.0,0.0,1.0,-19.898218693376823
131,0.8337404828017947,1.0,0.2637458539928858,0.1148744276945273,0.10410346124286063,1.0,-26.114904514501916
132,0.9306105931782274,0.8922581688991932,0.15564886326491514,0.2386637499623734,0.0,0.02263238397883187,-24.276738597775275
133,1.0,0.1358316574389179,0.28326727291181786,0.43141226024706547,1.0,0.808435440977674,-24.85308180679936
135,0.688722418369781,0.16171608596586529,0.08566276807301966,1.0,1.0,0.9119723526894995,-18.163478519453115
136,0.5982752346262649,0.4881194420066764,1.5461641346588153,0.0,1.0,1.0,-29.0546213263412
137,0.9496235325242479,1.0,0.4487157868180311,0.30214772211185315,0.21298969079686528,1.0,-25.739120929728088
138,0.9984606309861415,0.9768970694721537,4.8821648930002235,1.0,0.0,0.0,-27.21809003748708
