subject,gamma,gamma2,alpha,tau,w_prim,w_bound1,w_bound2,log_like
100,0.5877795998046305,1.0,1.0,2.2198009907470864,0.9605264824986032,0.6507720789097825,0.0,-25.671969204739284
101,0.0,1.0,0.9832360718816716,0.03647359764217721,0.9952638576292905,0.6218730088829137,0.9981484438412034,-21.087583597299773
102,1.0,0.5,0.013110120895685386,0.08104353370969071,0.0,1.0,1.0,-20.714133996124726
103,0.0,0.9128589656450603,0.8041614878279875,0.12426889173175029,0.7472951308494157,1.0,1.0,-23.42315814916975
104,0.0,0.7379281426180044,1.0,0.5581116421618152,1.0,1.0,0.7358673404919893,-27.111976611940552
105,1.0,1.0,0.13356767803594127,0.38492946881790224,0.9644462311608308,0.36098503383665614,0.20455912174716756,-23.35427740930759
106,0.0,1.0,0.03637857877624262,0.10441472751949737,1.0,1.0,0.0,-23.805245821208374
107,0.0,1.0,0.07301177486530819,0.2807862161334434,1.0,0.8149762459195077,0.0,-27.43821881598099
108,0.22595074903391568,1.0,0.9081775028701575,2.344027192590944,0.3986350993600267,1.0,1.0,-27.6554949102157
109,0.195324041558513,0.900240050554159,0.034805628459076206,0.0854045234773918,0.8720523938578819,0.0,1.0,-19.640033758771736
110,1.0,1.0,0.9285064540689522,1.452471388927829,2.3926976622488678e-06,0.0,0.003159961406665838,-24.718617188442927
111,1.0,1.0,0.038730654390869035,0.7338839366607743,0.42669721009297207,0.36277241066164756,0.3050856834211897,-27.92619103318651
112,0.0,1.0,0.9134085989412895,1.0440288539360758,0.9014955517018118,0.6539616740385658,1.0,-27.192532803693233
113,1.0,0.5,0.3365287187747969,0.33071676243398473,1.0,0.0,0.22483704012920144,-24.360993448334447
114,0.7682230358595268,0.9561553345453829,0.0,3.759253626873209,0.9339334436663871,0.9165961422624735,0.03512685246626969,-29.112181583517692
115,0.0,0.9367383517228629,0.9945205585365262,1.096491373517536,0.0,1.0,1.0,-26.48594480322561
116,0.0023464291937874983,0.5016020536002715,0.454867550857573,0.20610766268936032,1.0,0.9533102511257724,1.0,-25.804509896084422
117,0.0,0.9523559996237,0.7374297245566451,1.5287297326038103,1.0,0.0,1.0,-28.816502428181707
119,0.0,1.0,0.05891878466279482,0.10363297490145856,0.9682304860788118,0.920402122565064,0.0,-22.076070931819604
120,0.37365011191728664,1.0,0.9832314402910276,0.6743029928000743,0.8298404723514552,1.0,0.6434837769714978,-25.33434892884894
121,0.0,1.0,0.039888698388610845,0.12934006713897075,1.0,0.943848947243882,0.0,-25.234630304340417
122,0.013537600748693007,0.5990511471597523,0.6215294712052597,0.11903656930214447,1.0,1.0,0.0,-23.03514063926965
123,0.7636919103505798,0.937127158036813,1.0,1.6720587809429124,1.0,0.0,1.0,-28.59309237080411
124,0.0,0.8562855669143441,0.0013118420314427463,0.01932483502206132,0.021785437551003622,1.0,0.666049200448463,-25.207589529949058
125,0.22641439095020846,1.0,0.6029822832772295,1.1699937101785949,0.5026274227432874,1.0,0.0,-27.32071917186061
126,0.8963034224318748,1.0,0.984851168886049,1.994876303722344,1.0,1.0,0.0,-26.79953464206546
127,1.0,0.9000703423457075,0.22724123483863004,0.8010040927817537,0.4327815894488691,0.6853441543469637,1.0,-27.106334261105548
128,0.0,1.0,0.051914342470698795,0.3907477675765685,1.0,1.0,0.0,-28.328512067275163
129,0.0,1.0,0.7165397718677977,0.5053119370747442,1.0,1.0,0.0,-25.575187485536105
130,0.0,1.0,0.04149374717737294,0.22686403745001085,0.0,1.0,0.0,-20.338072620090948
131,0.0,1.0,0.08293798234569878,0.19353613877176723,1.0,0.0,0.8413401996537675,-26.106656719689045
132,0.0,0.7099514434294057,0.07042424404780143,0.09508367009054024,1.0,1.0,0.0,-24.728070188606704
133,0.6472030478466596,1.0,0.15703933128729647,0.29446579401648526,0.5784919903523356,0.0,0.021476232838082546,-24.678772406604672
135,0.49828353184824514,0.9096466492083798,0.18500429953821948,0.06544116015207894,1.0,0.0,1.0,-17.359311212183716
136,0.7417303401983079,0.6069273870655016,1.638898810496503e-06,9.843503418429783,0.7354421636485297,0.20046311044324944,0.3111875374431745,-29.112181833313837
137,0.0,0.9541311454419531,1.0,0.684352814875281,0.5445624989371789,1.0,0.0,-25.58895645750782
138,0.0,0.9990319484419963,0.9785961882601268,2.2950686332977583,0.5609326223896285,1.0,1.0,-27.09368104479872
